,Unnamed: 0,title,artist,count,year
1068,68,Get Me Some Of That,Thomas Rhett,20,2014
1069,69,Trophies,Young Money Featuring Drake,20,2014
1070,70,Who Do You Love?,YG Featuring Drake,20,2014
1071,71,Sunshine & Whiskey,Frankie Ballard,20,2014
1072,72,Shower,Becky G,20,2014
1073,73,Drunk On A Plane,Dierks Bentley,20,2014
1074,74,Drunk In Love,Beyonce Featuring Jay Z,20,2014
1075,75,No Flex Zone,Rae Sremmurd,20,2014
1076,76,Hot Boy,Bobby Shmurda,20,2014
1077,77,Hope You Get Lonely Tonight,Cole Swindell,20,2014
1078,78,Love Never Felt So Good,Michael Jackson & Justin Timberlake,20,2014
1079,79,Neon Lights,Demi Lovato,20,2014
1080,80,On Top Of The World,Imagine Dragons,20,2014
1081,81,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,20,2014
1082,82,Me And My Broken Heart,Rixton,20,2014
1083,83,Paranoid,Ty Dolla $ign Featuring B.o.B,20,2014
1084,84,Main Chick,Kid Ink Featuring Chris Brown,20,2014
1085,85,Love Runs Out,OneRepublic,20,2014
1086,86,Play It Again,Luke Bryan,20,2014
1087,87,Ready Set Roll,Chase Rice,20,2014
1088,88,No Mediocre,T.I. Featuring Iggy Azalea,20,2014
1089,89,Rewind,Rascal Flatts,20,2014
1090,90,Lettin' The Night Roll,Justin Moore,20,2014
1091,91,Roller Coaster,Luke Bryan,20,2014
1092,92,Say Something,A Great Big World & Christina Aguilera,20,2014
1093,93,She Looks So Perfect,5 Seconds Of Summer,20,2014
1094,94,La La La,Naughty Boy Featuring Sam Smith,20,2014
1095,95,I Don't Dance,Lee Brice,20,2014
1096,96,Human,Christina Perri,20,2014
1097,97,Day Drinking,Little Big Town,20,2014
1098,98,We Dem Boyz,Wiz Khalifa,20,2014
1099,99,Believe Me,Lil Wayne Featuring Drake,20,2014
1100,0,Radioactive,Imagine Dragons,52,2013
1101,1,Sail,AWOLNATION,47,2013
1102,2,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,44,2013
1103,3,Mirrors,Justin Timberlake,42,2013
1104,4,Stay,Rihanna Featuring Mikky Ekko,41,2013
1105,5,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,39,2013
1106,6,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,38,2013
1107,7,Cruise,Florida Georgia Line Featuring Nelly,36,2013
1108,8,Just Give Me A Reason,P!nk Featuring Nate Ruess,36,2013
1109,9,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,35,2013
1110,10,Demons,Imagine Dragons,34,2013
1111,11,Ho Hey,The Lumineers,34,2013
1112,12,When I Was Your Man,Bruno Mars,34,2013
1113,13,Clarity,Zedd Featuring Foxes,33,2013
1114,14,Safe And Sound,Capital Cities,33,2013
1115,15,"Gone, Gone, Gone",Phillip Phillips,30,2013
1116,16,Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,30,2013
1117,17,I Love It,Icona Pop Featuring Charli XCX,29,2013
1118,18,Get Lucky,Daft Punk Featuring Pharrell Williams,29,2013
1119,19,Power Trip,J. Cole Featuring Miguel,29,2013
1120,20,Brave,Sara Bareilles,27,2013
1121,21,I Knew You Were Trouble.,Taylor Swift,27,2013
1122,22,HeadBand,B.o.B Featuring 2 Chainz,27,2013
1123,23,Sweater Weather,The Neighbourhood,27,2013
1124,24,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,26,2013
1125,25,The Way,Ariana Grande Featuring Mac Miller,26,2013
1126,26,We Can't Stop,Miley Cyrus,26,2013
1127,27,Counting Stars,OneRepublic,26,2013
1128,28,Bad,Wale Featuring Tiara Thomas Or Rihanna,26,2013
1129,29,Suit & Tie,Justin Timberlake Featuring JAY Z,26,2013
1130,30,Wagon Wheel,Darius Rucker,26,2013
1131,31,Wake Me Up!,Avicii,25,2013
1132,32,I Need Your Love,Calvin Harris Featuring Ellie Goulding,25,2013
1133,33,Locked Out Of Heaven,Bruno Mars,25,2013
1134,34,Royals,Lorde,24,2013
1135,35,Feel This Moment,Pitbull Featuring Christina Aguilera,24,2013
1136,36,Treasure,Bruno Mars,23,2013
1137,37,Daylight,Maroon 5,23,2013
1138,38,Summertime Sadness,Lana Del Rey & Cedric Gervais,23,2013
1139,39,Holy Grail,Jay Z Featuring Justin Timberlake,23,2013
1140,40,It Goes Like This,Thomas Rhett,22,2013
1141,41,Love Me,Lil Wayne Featuring Drake & Future,22,2013
1142,42,Come & Get It,Selena Gomez,22,2013
1143,43,Started From The Bottom,Drake,22,2013
1144,44,Sweet Nothing,Calvin Harris Featuring Florence Welch,21,2013
1145,45,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,21,2013
1146,46,"Bitch, Don't Kill My Vibe",Kendrick Lamar,21,2013
1147,47,Crash My Party,Luke Bryan,21,2013
1148,48,Gas Pedal,Sage The Gemini Featuring IamSu!,21,2013
1149,49,Scream & Shout,will.i.am & Britney Spears,21,2013
1150,50,Love More,Chris Brown Featuring Nicki Minaj,21,2013
1151,51,The Other Side,Jason Derulo,21,2013
1152,52,Love Somebody,Maroon 5,21,2013
1153,53,Young And Beautiful,Lana Del Rey,21,2013
1154,54,Hey Girl,Billy Currington,21,2013
1155,55,Heart Attack,Demi Lovato,21,2013
1156,56,We Still In This B****,B.o.B Featuring T.I. & Juicy J,20,2013
1157,57,Carry On,fun.,20,2013
1158,58,Crooked Smile,J. Cole Featuring TLC,20,2013
1159,59,Highway Don't Care,Tim McGraw With Taylor Swift,20,2013
1160,60,Little Bit Of Everything,Keith Urban,20,2013
1161,61,I Will Wait,Mumford & Sons,20,2013
1162,62,Downtown,Lady Antebellum,20,2013
1163,63,Don't You Worry Child,Swedish House Mafia Featuring John Martin,20,2013
1164,64,Tom Ford,JAY-Z,20,2013
1165,65,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,20,2013
1166,66,I Want Crazy,Hunter Hayes,20,2013
1167,67,Don't Ya,Brett Eldredge,20,2013
1168,68,Type Of Way,Rich Homie Quan,20,2013
1169,69,Get Your Shine On,Florida Georgia Line,20,2013
1170,70,Hey Pretty Girl,Kip Moore,20,2013
1171,71,Harlem Shake,Baauer,20,2013
1172,72,Troublemaker,Olly Murs Featuring Flo Rida,20,2013
1173,73,I Drive Your Truck,Lee Brice,20,2013
1174,74,DONE.,The Band Perry,20,2013
1175,75,How Many Drinks?,Miguel,20,2013
1176,76,Let Her Go,Passenger,20,2013
1177,77,Round Here,Florida Georgia Line,20,2013
1178,78,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",20,2013
1179,79,Aw Naw,Chris Young,20,2013
1180,80,Red Nose,Sage The Gemini,20,2013
1181,81,Rich As F**k,Lil Wayne Featuring 2 Chainz,20,2013
1182,82,Bugatti,Ace Hood Featuring Future & Rick Ross,20,2013
1183,83,Anywhere With You,Jake Owen,20,2013
1184,84,Beat This Summer,Brad Paisley,20,2013
1185,85,Next To Me,Emeli Sande,20,2013
1186,86,Sure Be Cool If You Did,Blake Shelton,20,2013
1187,87,Southern Girl,Tim McGraw,20,2013
1188,88,Parking Lot Party,Lee Brice,20,2013
1189,89,Mine Would Be You,Blake Shelton,20,2013
1190,90,Mama's Broken Heart,Miranda Lambert,20,2013
1191,91,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,20,2013
1192,92,Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",20,2013
1193,93,Loveeeeeee Song,Rihanna Featuring Future,20,2013
1194,94,Body Party,Ciara,20,2013
1195,95,All Over The Road,Easton Corbin,20,2013
1196,96,Pour It Up,Rihanna,20,2013
1197,97,See You Again,Carrie Underwood,20,2013
1198,98,Redneck Crazy,Tyler Farr,20,2013
1199,99,Alive,Krewella,20,2013
1200,0,Somebody That I Used To Know,Gotye Featuring Kimbra,52,2012
1201,1,Lights,Ellie Goulding,51,2012
1202,2,I Won't Give Up,Jason Mraz,44,2012
1203,3,Call Me Maybe,Carly Rae Jepsen,43,2012
1204,4,Some Nights,fun.,43,2012
1205,5,We Are Young,Glee Cast,41,2012
1206,6,Home,Dierks Bentley,39,2012
1207,7,Everybody Talks,Neon Trees,39,2012
1208,8,Too Close,Alex Clare,39,2012
1209,9,Glad You Came,The Wanted,38,2012
1210,10,Wild Ones,Flo Rida Featuring Sia,36,2012
1211,11,Drive By,Train,36,2012
1212,12,Stronger (What Doesn't Kill You),Kelly Clarkson,35,2012
1213,13,Wanted,Hunter Hayes,34,2012
1214,14,What Makes You Beautiful,One Direction,34,2012
1215,15,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",33,2012
1216,16,The One That Got Away,Katy Perry,33,2012
1217,17,Titanium,David Guetta Featuring Sia,32,2012
1218,18,Give Your Heart A Break,Demi Lovato,32,2012
1219,19,Payphone,Maroon 5 Featuring Wiz Khalifa,31,2012
1220,20,Starships,Nicki Minaj,31,2012
1221,21,The Motto,Drake Featuring Lil Wayne,30,2012
1222,22,Little Talks,Of Monsters And Men,30,2012
1223,23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,2012
1224,24,It's Time,Imagine Dragons,29,2012
1225,25,We Found Love,Rihanna Featuring Calvin Harris,29,2012
1226,26,Whistle,Flo Rida,29,2012
1227,27,Take Care,Drake Featuring Rihanna,29,2012
1228,28,Ho Hey,The Lumineers,28,2012
1229,29,Sexy And I Know It,LMFAO,27,2012
1230,30,Set Fire To The Rain,Adele,27,2012
1231,31,No Lie,2 Chainz Featuring Drake,26,2012
1232,32,As Long As You Love Me,Justin Bieber Featuring Big Sean,26,2012
1233,33,Heart Attack,Trey Songz,26,2012
1234,34,One More Night,Maroon 5,26,2012
1235,35,Feel So Close,Calvin Harris,26,2012
1236,36,Wide Awake,Katy Perry,26,2012
1237,37,Time Is Love,Josh Turner,25,2012
1238,38,Good Feeling,Flo Rida,25,2012
1239,39,Where Have You Been,Rihanna,25,2012
1240,40,Don't Wake Me Up,Chris Brown,25,2012
1241,41,Blow Me (One Last Kiss),P!nk,24,2012
1242,42,Good Time,Owl City & Carly Rae Jepsen,24,2012
1243,43,Turn Me On,David Guetta Featuring Nicki Minaj,24,2012
1244,44,The A Team,Ed Sheeran,23,2012
1245,45,Drunk On You,Luke Bryan,23,2012
1246,46,Hard To Love,Lee Brice,23,2012
1247,47,Burn It Down,Linkin Park,23,2012
1248,48,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,23,2012
1249,49,Thinkin Bout You,Frank Ocean,23,2012
1250,50,You Don't Know Her Like I Do,Brantley Gilbert,23,2012
1251,51,Part Of Me,Katy Perry,22,2012
1252,52,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,22,2012
1253,53,Why Ya Wanna,Jana Kramer,22,2012
1254,54,Springsteen,Eric Church,22,2012
1255,55,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",22,2012
1256,56,Amen,Edens Edge,22,2012
1257,57,We Run The Night,Havana Brown Featuring Pitbull,22,2012
1258,58,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,22,2012
1259,59,Faded,Tyga Featuring Lil Wayne,22,2012
1260,60,Drank In My Cup,Kirko Bangz,22,2012
1261,61,Cowboys And Angels,Dustin Lynch,22,2012
1262,62,Blown Away,Carrie Underwood,22,2012
1263,63,Brokenhearted,Karmin,22,2012
1264,64,Scream,Usher,21,2012
1265,65,Rumour Has It,Adele,21,2012
1266,66,Rack City,Tyga,21,2012
1267,67,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,20,2012
1268,68,Even If It Breaks Your Heart,Eli Young Band,20,2012
1269,69,Crew Love,Drake Featuring The Weeknd,20,2012
1270,70,Good Girl,Carrie Underwood,20,2012
1271,71,Midnight City,M83.,20,2012
1272,72,One Thing,One Direction,20,2012
1273,73,Let's Go,Calvin Harris Featuring Ne-Yo,20,2012
1274,74,Over You,Miranda Lambert,20,2012
1275,75,Pontoon,Little Big Town,20,2012
1276,76,Leave You Alone,Young Jeezy Featuring Ne-Yo,20,2012
1277,77,Lovin' You Is Fun,Easton Corbin,20,2012
1278,78,Fly Over States,Jason Aldean,20,2012
1279,79,2 Reasons,Trey Songz Featuring T.I.,20,2012
1280,80,Lemme See,Usher Featuring Rick Ross,20,2012
1281,81,(Kissed You) Good Night,Gloriana,20,2012
1282,82,Back In Time,Pitbull,20,2012
1283,83,Somethin' 'Bout A Truck,Kip Moore,20,2012
1284,84,Boyfriend,Justin Bieber,20,2012
1285,85,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,20,2012
1286,86,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",20,2012
1287,87,Bangarang,Skrillex Featuring Sirah,20,2012
1288,88,Take A Little Ride,Jason Aldean,20,2012
1289,89,Cashin' Out,Ca$h Out,20,2012
1290,90,Turn Up The Music,Chris Brown,20,2012
1291,91,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,20,2012
1292,92,Climax,Usher,20,2012
1293,93,Want U Back,Cher Lloyd,20,2012
1294,94,Birthday Cake,Rihanna Featuring Chris Brown,20,2012
1295,95,Angel Eyes,Love And Theft,20,2012
1296,96,Adorn,Miguel,20,2012
1297,97,Come Over,Kenny Chesney,20,2012
1298,98,5-1-5-0,Dierks Bentley,20,2012
1299,99,Come Wake Me Up,Rascal Flatts,20,2012
1300,0,Rolling In The Deep,Adele,51,2011
1301,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,39,2011
1302,2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",38,2011
1303,3,Crazy Girl,Eli Young Band,36,2011
1304,4,Good Life,OneRepublic,34,2011
1305,5,Pumped Up Kicks,Foster The People,34,2011
1306,6,Super Bass,Nicki Minaj,34,2011
1307,7,Without You,Keith Urban,34,2011
1308,8,Firework,Katy Perry,33,2011
1309,9,Just A Kiss,Lady Antebellum,33,2011
1310,10,F**k You! (Forget You),Cee Lo Green,32,2011
1311,11,Just Can't Get Enough,The Black Eyed Peas,31,2011
1312,12,The Show Goes On,Lupe Fiasco,31,2011
1313,13,If I Die Young,The Band Perry,30,2011
1314,14,F**kin' Perfect,P!nk,30,2011
1315,15,Tonight Tonight,Hot Chelle Rae,30,2011
1316,16,On The Floor,Jennifer Lopez Featuring Pitbull,29,2011
1317,17,E.T.,Katy Perry Featuring Kanye West,29,2011
1318,18,For The First Time,The Script,29,2011
1319,19,Down On Me,Jeremih Featuring 50 Cent,28,2011
1320,20,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,27,2011
1321,21,Dirt Road Anthem,Jason Aldean,27,2011
1322,22,Just The Way You Are,Bruno Mars,27,2011
1323,23,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,27,2011
1324,24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,26,2011
1325,25,The Lazy Song,Bruno Mars,26,2011
1326,26,Love You Like A Love Song,Selena Gomez & The Scene,26,2011
1327,27,Motivation,Kelly Rowland Featuring Lil Wayne,25,2011
1328,28,Far Away,Marsha Ambrosius,25,2011
1329,29,Blow,Ke$ha,25,2011
1330,30,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,25,2011
1331,31,S&M,Rihanna Featuring Britney Spears,25,2011
1332,32,Grenade,Bruno Mars,25,2011
1333,33,Barefoot Blue Jean Night,Jake Owen,24,2011
1334,34,Someone Like You,Adele,24,2011
1335,35,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,24,2011
1336,36,How To Love,Lil Wayne,24,2011
1337,37,All Of The Lights,Kanye West,24,2011
1338,38,The Edge Of Glory,Lady Gaga,24,2011
1339,39,You Make Me Feel...,Cobra Starship Featuring Sabi,23,2011
1340,40,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",23,2011
1341,41,God Gave Me You,Blake Shelton,23,2011
1342,42,Sure Thing,Miguel,23,2011
1343,43,Take A Back Road,Rodney Atkins,23,2011
1344,44,Moment 4 Life,Nicki Minaj Featuring Drake,23,2011
1345,45,Last Friday Night (T.G.I.F.),Katy Perry,23,2011
1346,46,Lighters,Bad Meets Evil Featuring Bruno Mars,22,2011
1347,47,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,22,2011
1348,48,Roll Up,Wiz Khalifa,22,2011
1349,49,Country Must Be Country Wide,Brantley Gilbert,21,2011
1350,50,Tomorrow,Chris Young,21,2011
1351,51,Easy,Rascal Flatts Featuring Natasha Bedingfield,21,2011
1352,52,Jar Of Hearts,Christina Perri,21,2011
1353,53,Born This Way,Lady Gaga,21,2011
1354,54,A Little Bit Stronger,Sara Evans,21,2011
1355,55,My Last,Big Sean Featuring Chris Brown,21,2011
1356,56,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21,2011
1357,57,Homeboy,Eric Church,21,2011
1358,58,More,Usher,21,2011
1359,59,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,21,2011
1360,60,Price Tag,Jessie J Featuring B.o.B,21,2011
1361,61,Raise Your Glass,P!nk,21,2011
1362,62,Country Girl (Shake It For Me),Luke Bryan,20,2011
1363,63,Keep Your Head Up,Andy Grammer,20,2011
1364,64,Take Over Control,Afrojack Featuring Eva Simons,20,2011
1365,65,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,20,2011
1366,66,John,Lil Wayne Featuring Rick Ross,20,2011
1367,67,The Cave,Mumford & Sons,20,2011
1368,68,I Wanna Go,Britney Spears,20,2011
1369,69,Colder Weather,Zac Brown Band,20,2011
1370,70,Honey Bee,Blake Shelton,20,2011
1371,71,Just Fishin',Trace Adkins,20,2011
1372,72,Old Alabama,Brad Paisley Featuring Alabama,20,2011
1373,73,Best Love Song,T-Pain Featuring Chris Brown,20,2011
1374,74,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,20,2011
1375,75,Remind Me,Brad Paisley Duet With Carrie Underwood,20,2011
1376,76,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,20,2011
1377,77,You Lie,The Band Perry,20,2011
1378,78,Heart Like Mine,Miranda Lambert,20,2011
1379,79,You And Tequila,Kenny Chesney Featuring Grace Potter,20,2011
1380,80,You And I,Lady Gaga,20,2011
1381,81,Written In The Stars,Tinie Tempah Featuring Eric Turner,20,2011
1382,82,Hello,Martin Solveig & Dragonette,20,2011
1383,83,Am I The Only One,Dierks Bentley,20,2011
1384,84,Made In America,Toby Keith,20,2011
1385,85,Who Says,Selena Gomez & The Scene,20,2011
1386,86,Are You Gonna Kiss Me Or Not,Thompson Square,20,2011
1387,87,If Heaven Wasn't So Far Away,Justin Moore,20,2011
1388,88,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,20,2011
1389,89,What The Hell,Avril Lavigne,20,2011
1390,90,What Do You Want,Jerrod Niemann,20,2011
1391,91,Backseat,New Boyz Featuring The Cataracs & Dev,20,2011
1392,92,Here For A Good Time,George Strait,20,2011
1393,93,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,20,2011
1394,94,In The Dark,Dev,20,2011
1395,95,Otis,Jay Z Kanye West Featuring Otis Redding,20,2011
1396,96,Mr. Saxobeat,Alexandra Stan,20,2011
1397,97,She Ain't You,Chris Brown,20,2011
1398,98,Best Thing I Never Had,Beyonce,20,2011
1399,99,Mean,Taylor Swift,19,2011
1400,0,"Hey, Soul Sister",Train,44,2010
1401,1,Need You Now,Lady Antebellum,42,2010
1402,2,Breakeven,The Script,41,2010
1403,3,Haven't Met You Yet,Michael Buble,33,2010
1404,4,In My Head,Jason Derulo,33,2010
1405,5,I Like It,Enrique Iglesias Featuring Pitbull,31,2010
1406,6,Telephone,Lady Gaga Featuring Beyonce,31,2010
1407,7,OMG,Usher Featuring will.i.am,30,2010
1408,8,Airplanes,B.o.B Featuring Hayley Williams,30,2010
1409,9,Whataya Want From Me,Adam Lambert,30,2010
1410,10,I Gotta Feeling,The Black Eyed Peas,29,2010
1411,11,Bad Romance,Lady Gaga,29,2010
1412,12,Cooler Than Me,Mike Posner,29,2010
1413,13,Break Your Heart,Taio Cruz Featuring Ludacris,29,2010
1414,14,Animal,Neon Trees,28,2010
1415,15,TiK ToK,Ke$ha,28,2010
1416,16,Ridin' Solo,Jason Derulo,28,2010
1417,17,Billionaire,Travie McCoy Featuring Bruno Mars,28,2010
1418,18,Your Love Is My Drug,Ke$ha,28,2010
1419,19,Nothin' On You,B.o.B Featuring Bruno Mars,28,2010
1420,20,Dynamite,Taio Cruz,28,2010
1421,21,Bulletproof,La Roux,27,2010
1422,22,California Gurls,Katy Perry Featuring Snoop Dogg,27,2010
1423,23,Not Afraid,Eminem,25,2010
1424,24,There Goes My Baby,Usher,25,2010
1425,25,Secrets,OneRepublic,25,2010
1426,26,Love The Way You Lie,Eminem Featuring Rihanna,25,2010
1427,27,Imma Be,The Black Eyed Peas,25,2010
1428,28,Club Can't Handle Me,Flo Rida Featuring David Guetta,24,2010
1429,29,Deuces,Chris Brown Featuring Tyga & Kevin McCall,24,2010
1430,30,Say Aah,Trey Songz Featuring Fabolous,24,2010
1431,31,Carry Out,Timbaland Featuring Justin Timberlake,24,2010
1432,32,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,2010
1433,33,Teenage Dream,Katy Perry,24,2010
1434,34,All The Right Moves,OneRepublic,24,2010
1435,35,If I Die Young,The Band Perry,23,2010
1436,36,Alejandro,Lady Gaga,23,2010
1437,37,Just The Way You Are,Bruno Mars,22,2010
1438,38,Live Like We're Dying,Kris Allen,22,2010
1439,39,BedRock,Young Money Featuring Lloyd,22,2010
1440,40,King Of Anything,Sara Bareilles,22,2010
1441,41,Rude Boy,Rihanna,22,2010
1442,42,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,22,2010
1443,43,Farmer's Daughter,Rodney Atkins,21,2010
1444,44,Sexy Chick,David Guetta Featuring Akon,21,2010
1445,45,Find Your Love,Drake,21,2010
1446,46,Hey Daddy (Daddy's Home),Usher Featuring Plies,21,2010
1447,47,Naturally,Selena Gomez & The Scene,21,2010
1448,48,The Only Exception,Paramore,21,2010
1449,49,I Never Told You,Colbie Caillat,20,2010
1450,50,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",20,2010
1451,51,Neighbors Know My Name,Trey Songz,20,2010
1452,52,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,20,2010
1453,53,Gimmie That Girl,Joe Nichols,20,2010
1454,54,Got Your Back,T.I. Featuring Keri Hilson,20,2010
1455,55,My Chick Bad,Ludacris Featuring Nicki Minaj,20,2010
1456,56,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,20,2010
1457,57,How Low,Ludacris,20,2010
1458,58,Miss Me,Drake Featuring Lil Wayne,20,2010
1459,59,Come Back Song,Darius Rucker,20,2010
1460,60,Misery,Maroon 5,20,2010
1461,61,Little White Church,Little Big Town,20,2010
1462,62,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,20,2010
1463,63,Highway 20 Ride,Zac Brown Band,20,2010
1464,64,If I Had You,Adam Lambert,20,2010
1465,65,Magic,B.o.B Featuring Rivers Cuomo,20,2010
1466,66,"Lover, Lover",Jerrod Niemann,20,2010
1467,67,If It's Love,Train,20,2010
1468,68,Impossible,Shontelle,20,2010
1469,69,Love Like Crazy,Lee Brice,20,2010
1470,70,Drop The World,Lil Wayne Featuring Eminem,20,2010
1471,71,Fancy,Drake Featuring T.I. & Swizz Beatz,20,2010
1472,72,Our Kind Of Love,Lady Antebellum,20,2010
1473,73,Say Something,Timbaland Featuring Drake,20,2010
1474,74,Your Love,Nicki Minaj,20,2010
1475,75,Young Forever,Jay-Z + Mr. Hudson,20,2010
1476,76,Un-Thinkable (I'm Ready),Alicia Keys,20,2010
1477,77,A Little More Country Than That,Easton Corbin,20,2010
1478,78,This Afternoon,Nickelback,20,2010
1479,79,The Man I Want To Be,Chris Young,20,2010
1480,80,The House That Built Me,Miranda Lambert,20,2010
1481,81,American Honey,Lady Antebellum,20,2010
1482,82,Over,Drake,20,2010
1483,83,Take It Off,Ke$ha,20,2010
1484,84,Stuck Like Glue,Sugarland,20,2010
1485,85,Steady Mobbin',Young Money Featuring Gucci Mane,20,2010
1486,86,Baby,Justin Bieber Featuring Ludacris,20,2010
1487,87,Teach Me How To Dougie,Cali Swag District,20,2010
1488,88,Rain Is A Good Thing,Luke Bryan,20,2010
1489,89,Pray For You,Jaron And The Long Road To Love,20,2010
1490,90,Pretty Good At Drinkin' Beer,Billy Currington,20,2010
1491,91,Ride,Ciara Featuring Ludacris,20,2010
1492,92,Blah Blah Blah,Ke$ha Featuring 3OH!3,20,2010
1493,93,Mine,Taylor Swift,19,2010
1494,94,Undo It,Carrie Underwood,19,2010
1495,95,Temporary Home,Carrie Underwood,19,2010
1496,96,All About Tonight,Blake Shelton,19,2010
1497,97,I Am,Mary J. Blige,19,2010
1498,98,According To You,Orianthi,19,2010
1499,99,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,19,2010
1500,0,Use Somebody,Kings Of Leon,45,2009
1501,1,I'm Yours,Jason Mraz,41,2009
1502,2,Poker Face,Lady Gaga,40,2009
1503,3,Second Chance,Shinedown,38,2009
1504,4,Don't Trust Me,3OH!3,36,2009
1505,5,You Found Me,The Fray,35,2009
1506,6,I Know You Want Me (Calle Ocho),Pitbull,35,2009
1507,7,Love Story,Taylor Swift,35,2009
1508,8,You Belong With Me,Taylor Swift,33,2009
1509,9,Boom Boom Pow,The Black Eyed Peas,33,2009
1510,10,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,31,2009
1511,11,Gives You Hell,The All-American Rejects,31,2009
1512,12,Halo,Beyonce,31,2009
1513,13,Just Dance,Lady Gaga Featuring Colby O'Donis,30,2009
1514,14,Heartless,Kanye West,28,2009
1515,15,The Climb,Miley Cyrus,28,2009
1516,16,Already Gone,Sugarland,27,2009
1517,17,Blame It,Jamie Foxx Featuring T-Pain,27,2009
1518,18,I Gotta Feeling,The Black Eyed Peas,27,2009
1519,19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,27,2009
1520,20,Day 'N' Nite,Kid Cudi,27,2009
1521,21,Dead And Gone,T.I. Featuring Justin Timberlake,27,2009
1522,22,Right Round,Flo Rida,26,2009
1523,23,Please Don't Leave Me,P!nk,26,2009
1524,24,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,26,2009
1525,25,That's Not My Name,The Ting Tings,25,2009
1526,26,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,25,2009
1527,27,My Life Would Suck Without You,Kelly Clarkson,25,2009
1528,28,Fallin' For You,Colbie Caillat,24,2009
1529,29,Down,Jay Sean Featuring Lil Wayne,24,2009
1530,30,Best I Ever Had,Drake,24,2009
1531,31,No Surprise,Daughtry,24,2009
1532,32,Throw It In The Bag,Fabolous Featuring The-Dream,23,2009
1533,33,Hotel Room Service,Pitbull,23,2009
1534,34,Pretty Wings,Maxwell,23,2009
1535,35,Break Up,Mario Featuring Gucci Mane & Sean Garrett,23,2009
1536,36,Waking Up In Vegas,Katy Perry,23,2009
1537,37,Mad,Ne-Yo,22,2009
1538,38,Turnin Me On,Keri Hilson Featuring Lil Wayne,22,2009
1539,39,LoveGame,Lady Gaga,22,2009
1540,40,Battlefield,Jordin Sparks,22,2009
1541,41,Sober,P!nk,22,2009
1542,42,I Run To You,Lady Antebellum,21,2009
1543,43,Fire Burning,Sean Kingston,21,2009
1544,44,Not Meant To Be,Theory Of A Deadman,21,2009
1545,45,One Time,Justin Bieber,21,2009
1546,46,Obsessed,Mariah Carey,21,2009
