rank,title,artist,image,weeks at no.1,last week,peak position,weeks on chart,detail,date
26,Meant To Be,Bebe Rexha & Florida Georgia Line,https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg,,28,26,10,up,2018-01-06
27,How Long,Charlie Puth,https://charts-static.billboard.com/img/2017/10/charlie-puth-w4y-53x53.jpg,,31,26,12,up,2018-01-06
28,Bank Account,21 Savage,https://charts-static.billboard.com/img/2017/07/21-savage-jjg-53x53.jpg,,35,12,25,up,2018-01-06
29,Wolves,Selena Gomez X Marshmello,https://charts-static.billboard.com/img/2017/11/selena-gomez-scg-53x53.jpg,,23,20,10,down,2018-01-06
30,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,https://charts-static.billboard.com/img/2017/01/luis-fonsi-pa2-despacito-304-53x53.jpg,,36,1,50,up,2018-01-06
31,Plain Jane,A$AP Ferg Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/aap-ferg-vp1-53x53.jpg,,26,26,14,down,2018-01-06
32,Mi Gente,J Balvin & Willy William Featuring Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-d72-53x53.jpg,,25,3,26,down,2018-01-06
33,The Weekend,SZA,https://charts-static.billboard.com/img/2017/06/sza-8os-53x53.jpg,,29,29,22,down,2018-01-06
34,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,,34,3,35,same,2018-01-06
35,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/lil-uzi-vert-mre-53x53.jpg,,27,24,18,down,2018-01-06
36,Rockin' Around The Christmas Tree,Brenda Lee,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-53x53.jpg,,30,14,22,down,2018-01-06
37,That's What I Like,Bruno Mars,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-53x53.jpg,,48,1,50,up,2018-01-06
38,It's The Most Wonderful Time Of The Year,Andy Williams,https://charts-static.billboard.com/img/2001/12/andy-williams-epf-53x53.jpg,,32,32,5,down,2018-01-06
39,Attention,Charlie Puth,https://charts-static.billboard.com/img/2017/05/charlie-puth-w4y-53x53.jpg,,44,5,36,up,2018-01-06
40,End Game,Taylor Swift Featuring Ed Sheeran & Future,Not supported yet,,42,39,6,up,2018-01-06
41,Sky Walker,Miguel Featuring Travis Scott,https://charts-static.billboard.com/img/2017/09/miguel-y6r-53x53.jpg,,41,35,14,same,2018-01-06
42,The Christmas Song (Merry Christmas To You),Nat King Cole,https://charts-static.billboard.com/img/1960/12/nat-king-cole-wkp-53x53.jpg,,37,37,12,down,2018-01-06
43,River,Eminem Featuring Ed Sheeran,https://charts-static.billboard.com/img/2018/01/eminem-1xq-53x53.jpg,,11,11,2,down,2018-01-06
44,Silence,Marshmello Featuring Khalid,https://charts-static.billboard.com/img/2017/08/marshmello-9ph-53x53.jpg,,39,30,20,down,2018-01-06
45,Marry Me,Thomas Rhett,https://charts-static.billboard.com/img/2017/09/thomas-rhett-r0o-53x53.jpg,,63,45,4,up,2018-01-06
46,A Holly Jolly Christmas,Burl Ives,https://charts-static.billboard.com/img/1998/01/burl-ives-tv0-53x53.jpg,,38,38,5,down,2018-01-06
47,Unforgettable,French Montana Featuring Swae Lee,https://charts-static.billboard.com/img/2017/04/french-montana-9l1-53x53.jpg,,47,3,38,same,2018-01-06
48,What About Us,P!nk,https://charts-static.billboard.com/img/2017/08/pnk-e1s-53x53.jpg,,62,13,21,up,2018-01-06
49,Lemon,N*E*R*D & Rihanna,https://charts-static.billboard.com/img/2017/11/nerd-yfk-53x53.jpg,,46,46,8,down,2018-01-06
50,Candy Paint,Post Malone,https://charts-static.billboard.com/img/2017/09/post-malone-tp6-53x53.jpg,,58,50,10,up,2018-01-06
51,Roll In Peace,Kodak Black Featuring XXXTENTACION,https://charts-static.billboard.com/img/2017/09/kodak-black-fap-53x53.jpg,,51,51,19,same,2018-01-06
52,La Modelo,Ozuna x Cardi B,https://charts-static.billboard.com/img/2018/01/ozuna-tye-53x53.jpg,,,,,new,2018-01-06
53,Ric Flair Drip,Offset & Metro Boomin,https://charts-static.billboard.com/img/2017/11/offset-obv-53x53.jpg,,45,44,9,down,2018-01-06
54,Lights Down Low,MAX Featuring gnash,https://charts-static.billboard.com/img/2017/03/max-1-32c-53x53.jpg,,57,54,12,up,2018-01-06
55,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,https://charts-static.billboard.com/img/2017/09/hailee-steinfeld-bg5-53x53.jpg,,52,52,14,down,2018-01-06
56,Like I Loved You,Brett Young,https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg,,56,54,14,same,2018-01-06
57,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",https://charts-static.billboard.com/img/2017/09/chris-brown-cte-53x53.jpg,,53,46,16,down,2018-01-06
58,Greatest Love Story,LANCO,https://charts-static.billboard.com/img/2017/03/lanco-v28-53x53.jpg,,60,45,17,up,2018-01-06
59,Rubbin Off The Paint,YBN Nahmir,https://charts-static.billboard.com/img/2017/11/ybn-nahmir-34k-53x53.jpg,,55,46,8,down,2018-01-06
60,Good Old Days,Macklemore Featuring Kesha,https://charts-static.billboard.com/img/2017/10/macklemore-hve-53x53.jpg,,61,60,10,up,2018-01-06
61,...Ready For It?,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,59,4,17,down,2018-01-06
62,Yours,Russell Dickerson,https://charts-static.billboard.com/img/2017/05/russell-dickerson-msy-53x53.jpg,,66,62,11,up,2018-01-06
63,I'll Name The Dogs,Blake Shelton,https://charts-static.billboard.com/img/2017/09/blake-shelton-22w-53x53.jpg,,65,58,16,up,2018-01-06
64,The Race,Tay-K,Not supported yet,,68,44,20,up,2018-01-06
65,Eye 2 Eye,Huncho Jack Featuring Takeoff,Not supported yet,,,,,new,2018-01-06
66,Look What You Made Me Do,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,76,1,19,up,2018-01-06
67,Kooda,6ix9ine,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg,,54,50,4,down,2018-01-06
68,Modern Slavery,Huncho Jack,Not supported yet,,,,,new,2018-01-06
69,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,https://charts-static.billboard.com/img/2018/01/imagine-dragons-hy6-53x53.jpg,,,,,new,2018-01-06
70,Codeine Dreaming,Kodak Black Featuring Lil Wayne,https://charts-static.billboard.com/img/2017/12/kodak-black-fap-53x53.jpg,,64,52,5,down,2018-01-06
71,Black & Chinese,Huncho Jack,Not supported yet,,,,,new,2018-01-06
72,Round Here Buzz,Eric Church,https://charts-static.billboard.com/img/2017/04/eric-church-3cj-53x53.jpg,,70,68,14,down,2018-01-06
73,Light It Up,Luke Bryan,https://charts-static.billboard.com/img/2017/09/luke-bryan-kl4-53x53.jpg,,72,57,18,down,2018-01-06
74,Echame La Culpa,Luis Fonsi & Demi Lovato,https://charts-static.billboard.com/img/2017/12/luis-fonsi-pa2-53x53.jpg,,75,47,6,up,2018-01-06
75,Betrayed,Lil Xan,Not supported yet,,77,67,7,up,2018-01-06
76,Losing Sleep,Chris Young,https://charts-static.billboard.com/img/2017/05/chris-young-obk-53x53.jpg,,78,63,14,up,2018-01-06
77,No Smoke,YoungBoy Never Broke Again,https://charts-static.billboard.com/img/2017/08/youngboy-never-broke-again-qoy-53x53.jpg,,80,77,4,up,2018-01-06
78,Tell Me You Love Me,Demi Lovato,https://charts-static.billboard.com/img/2017/09/demi-lovato-rh9-53x53.jpg,,73,53,5,down,2018-01-06
79,You Broke Up With Me,Walker Hayes,https://charts-static.billboard.com/img/2017/05/walker-hayes-hyp-53x53.jpg,,83,79,10,up,2018-01-06
80,Ice Tray,Quavo & Lil Yachty,https://charts-static.billboard.com/img/2017/12/quavo-kuk-53x53.jpg,,82,80,2,up,2018-01-06
81,I Could Use A Love Song,Maren Morris,https://charts-static.billboard.com/img/2017/03/maren-morris-eyk-53x53.jpg,,81,75,19,same,2018-01-06
82,MIC Drop,BTS Featuring Desiigner,Not supported yet,,79,28,5,down,2018-01-06
83,Dubai Shit,Huncho Jack Featuring Offset,Not supported yet,,,,,new,2018-01-06
84,My Dawg,Lil Baby,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,,71,71,3,down,2018-01-06
85,Pick It Up,Famous Dex Featuring A$AP Rocky,https://charts-static.billboard.com/img/2017/11/famous-dex-5fx-53x53.jpg,,74,73,7,down,2018-01-06
86,Written In The Sand,Old Dominion,https://charts-static.billboard.com/img/2017/07/old-dominion-wac-53x53.jpg,,89,86,6,up,2018-01-06
87,Huncho Jack,Huncho Jack,Not supported yet,,,,,new,2018-01-06
88,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",https://charts-static.billboard.com/img/2017/08/farruko-z29-53x53.jpg,,-,85,3,re-entry,2018-01-06
89,Five More Minutes,Scotty McCreery,https://charts-static.billboard.com/img/2017/05/scotty-mccreery-qgz-53x53.jpg,,96,89,4,up,2018-01-06
90,Motorcycle Patches,Huncho Jack,Not supported yet,,,,,new,2018-01-06
91,Mayores,Becky G Featuring Bad Bunny,https://charts-static.billboard.com/img/2017/07/becky-g-owi-53x53.jpg,,86,74,10,down,2018-01-06
92,Saint,Huncho Jack,Not supported yet,,,,,new,2018-01-06
93,Walk On Water,Eminem Featuring Beyonce,https://charts-static.billboard.com/img/2017/12/eminem-1xq-53x53.jpg,,87,14,5,down,2018-01-06
94,Stir Fry,Migos,https://charts-static.billboard.com/img/2018/01/migos-apk-53x53.jpg,,,,,new,2018-01-06
95,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",https://charts-static.billboard.com/img/2017/12/machine-gun-kelly-8m6-53x53.jpg,,90,90,3,down,2018-01-06
96,F**k Love,XXXTENTACION Featuring Trippie Redd,https://charts-static.billboard.com/img/2017/09/xxxtentacion-dms-53x53.jpg,,91,41,18,down,2018-01-06
97,Legends,Kelsea Ballerini,https://charts-static.billboard.com/img/2017/06/kelsea-ballerini-t5m-53x53.jpg,,100,97,4,up,2018-01-06
98,Too Much To Ask,Niall Horan,https://charts-static.billboard.com/img/2017/10/niall-horan-5to-53x53.jpg,,97,66,10,down,2018-01-06
99,Dusk Till Dawn,Zayn Featuring Sia,https://charts-static.billboard.com/img/2017/09/zayn-p59-53x53.jpg,,88,44,16,down,2018-01-06
100,Juice,Yo Gotti,https://charts-static.billboard.com/img/2017/11/yo-gotti-w7z-53x53.jpg,,93,93,4,down,2018-01-06
1,Perfect,Ed Sheeran,https://charts-static.billboard.com/img/2017/03/ed-sheeran-3vg-53x53.jpg,5,1,1,19,same,2018-01-13
2,Havana,Camila Cabello Featuring Young Thug,https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx-53x53.jpg,,3,2,21,up,2018-01-13
3,Rockstar,Post Malone Featuring 21 Savage,https://charts-static.billboard.com/img/2017/10/post-malone-tp6-53x53.jpg,,2,1,16,down,2018-01-13
4,Thunder,Imagine Dragons,https://charts-static.billboard.com/img/2017/05/imagine-dragons-hy6-53x53.jpg,,5,4,36,up,2018-01-13
5,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,https://charts-static.billboard.com/img/2017/09/g-eazy-4o5-53x53.jpg,,4,4,17,down,2018-01-13
6,Bad At Love,Halsey,https://charts-static.billboard.com/img/2017/07/halsey-7xl-53x53.jpg,,9,6,18,up,2018-01-13
7,Too Good At Goodbyes,Sam Smith,https://charts-static.billboard.com/img/2017/09/sam-smith-9q2-53x53.jpg,,8,4,17,up,2018-01-13
8,MotorSport,"Migos, Nicki Minaj & Cardi B",https://charts-static.billboard.com/img/2017/11/migos-apk-53x53.jpg,,7,6,10,down,2018-01-13
9,Gucci Gang,Lil Pump,https://charts-static.billboard.com/img/2017/09/lil-pump-9tf-53x53.jpg,,6,3,17,down,2018-01-13
10,Bodak Yellow (Money Moves),Cardi B,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg,,10,1,27,same,2018-01-13
11,New Rules,Dua Lipa,https://charts-static.billboard.com/img/2017/07/dua-lipa-vxi-53x53.jpg,,12,11,23,up,2018-01-13
12,Feel It Still,Portugal. The Man,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg,,23,4,29,up,2018-01-13
13,Shape Of You,Ed Sheeran,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-53x53.jpg,,19,1,52,up,2018-01-13
14,Love.,Kendrick Lamar Featuring Zacari,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,,11,11,28,down,2018-01-13
15,Sorry Not Sorry,Demi Lovato,https://charts-static.billboard.com/img/2017/07/demi-lovato-rh9-53x53.jpg,,20,6,26,up,2018-01-13
16,Believer,Imagine Dragons,https://charts-static.billboard.com/img/2017/02/imagine-dragons-hy6-53x53.jpg,,25,4,48,up,2018-01-13
17,Him & I,G-Eazy & Halsey,https://charts-static.billboard.com/img/2017/12/g-eazy-4o5-53x53.jpg,,24,15,5,up,2018-01-13
18,Let You Down,NF,https://charts-static.billboard.com/img/2017/10/nf-rht-53x53.jpg,,17,16,12,down,2018-01-13
19,Bartier Cardi,Cardi B Featuring 21 Savage,https://charts-static.billboard.com/img/2018/01/cardi-b-n38-53x53.jpg,,14,14,2,down,2018-01-13
20,Gummo,6ix9ine,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg,,15,12,8,down,2018-01-13
21,What Lovers Do,Maroon 5 Featuring SZA,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg,,21,9,19,same,2018-01-13
22,Young Dumb & Broke,Khalid,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg,,18,18,25,down,2018-01-13
23,I Fall Apart,Post Malone,https://charts-static.billboard.com/img/2016/12/post-malone-tp6-53x53.jpg,,16,16,15,down,2018-01-13
24,Meant To Be,Bebe Rexha & Florida Georgia Line,https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg,,26,24,11,up,2018-01-13
25,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,https://charts-static.billboard.com/img/2017/01/luis-fonsi-pa2-despacito-304-53x53.jpg,,30,1,51,up,2018-01-13
26,I Get The Bag,Gucci Mane Featuring Migos,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg,,22,11,20,down,2018-01-13
27,How Long,Charlie Puth,https://charts-static.billboard.com/img/2017/10/charlie-puth-w4y-53x53.jpg,,27,26,13,same,2018-01-13
28,Wolves,Selena Gomez X Marshmello,https://charts-static.billboard.com/img/2017/11/selena-gomez-scg-53x53.jpg,,29,20,11,up,2018-01-13
29,Bank Account,21 Savage,https://charts-static.billboard.com/img/2017/07/21-savage-jjg-53x53.jpg,,28,12,26,down,2018-01-13
30,Mi Gente,J Balvin & Willy William Featuring Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-d72-53x53.jpg,,32,3,27,up,2018-01-13
31,Plain Jane,A$AP Ferg Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/aap-ferg-vp1-53x53.jpg,,31,26,15,same,2018-01-13
32,That's What I Like,Bruno Mars,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-53x53.jpg,,37,1,51,up,2018-01-13
33,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,,34,3,36,up,2018-01-13
34,Attention,Charlie Puth,https://charts-static.billboard.com/img/2017/05/charlie-puth-w4y-53x53.jpg,,39,5,37,up,2018-01-13
35,Finesse,Bruno Mars & Cardi B,https://charts-static.billboard.com/img/2018/01/bruno-mars-va7-53x53.jpg,,,,,new,2018-01-13
36,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/lil-uzi-vert-mre-53x53.jpg,,35,24,19,down,2018-01-13
37,The Weekend,SZA,https://charts-static.billboard.com/img/2017/06/sza-8os-53x53.jpg,,33,29,23,down,2018-01-13
38,Sky Walker,Miguel Featuring Travis Scott,https://charts-static.billboard.com/img/2017/09/miguel-y6r-53x53.jpg,,41,35,15,up,2018-01-13
39,End Game,Taylor Swift Featuring Ed Sheeran & Future,Not supported yet,,40,39,7,up,2018-01-13
40,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,https://charts-static.billboard.com/img/2017/09/hailee-steinfeld-bg5-53x53.jpg,,55,40,15,up,2018-01-13
41,Silence,Marshmello Featuring Khalid,https://charts-static.billboard.com/img/2017/08/marshmello-9ph-53x53.jpg,,44,30,21,up,2018-01-13
42,Unforgettable,French Montana Featuring Swae Lee,https://charts-static.billboard.com/img/2017/04/french-montana-9l1-53x53.jpg,,47,3,39,up,2018-01-13
43,What About Us,P!nk,https://charts-static.billboard.com/img/2017/08/pnk-e1s-53x53.jpg,,48,13,22,up,2018-01-13
44,Marry Me,Thomas Rhett,https://charts-static.billboard.com/img/2017/09/thomas-rhett-r0o-53x53.jpg,,45,44,5,up,2018-01-13
45,River,Eminem Featuring Ed Sheeran,https://charts-static.billboard.com/img/2018/01/eminem-1xq-53x53.jpg,,43,11,3,down,2018-01-13
46,Like I Loved You,Brett Young,https://charts-static.billboard.com/img/2017/07/brett-young-9rw-53x53.jpg,,56,46,15,up,2018-01-13
47,Roll In Peace,Kodak Black Featuring XXXTENTACION,https://charts-static.billboard.com/img/2017/09/kodak-black-fap-53x53.jpg,,51,47,20,up,2018-01-13
48,Lemon,N*E*R*D & Rihanna,https://charts-static.billboard.com/img/2017/11/nerd-yfk-53x53.jpg,,49,46,9,up,2018-01-13
49,Ric Flair Drip,Offset & Metro Boomin,https://charts-static.billboard.com/img/2017/11/offset-obv-53x53.jpg,,53,44,10,up,2018-01-13
50,Lights Down Low,MAX Featuring gnash,https://charts-static.billboard.com/img/2017/03/max-1-32c-53x53.jpg,,54,50,13,up,2018-01-13
51,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",https://charts-static.billboard.com/img/2017/09/chris-brown-cte-53x53.jpg,,57,46,17,up,2018-01-13
52,Yours,Russell Dickerson,https://charts-static.billboard.com/img/2017/05/russell-dickerson-msy-53x53.jpg,,62,52,12,up,2018-01-13
53,Greatest Love Story,LANCO,https://charts-static.billboard.com/img/2017/03/lanco-v28-53x53.jpg,,58,45,18,up,2018-01-13
54,Good Old Days,Macklemore Featuring Kesha,https://charts-static.billboard.com/img/2017/10/macklemore-hve-53x53.jpg,,60,54,11,up,2018-01-13
55,Look What You Made Me Do,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,66,1,20,up,2018-01-13
56,I'll Name The Dogs,Blake Shelton,https://charts-static.billboard.com/img/2017/09/blake-shelton-22w-53x53.jpg,,63,56,17,up,2018-01-13
57,Round Here Buzz,Eric Church,https://charts-static.billboard.com/img/2017/04/eric-church-3cj-53x53.jpg,,72,57,15,up,2018-01-13
58,...Ready For It?,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,61,4,18,up,2018-01-13
59,Candy Paint,Post Malone,https://charts-static.billboard.com/img/2017/09/post-malone-tp6-53x53.jpg,,50,50,11,down,2018-01-13
60,Rubbin Off The Paint,YBN Nahmir,https://charts-static.billboard.com/img/2017/11/ybn-nahmir-34k-53x53.jpg,,59,46,9,down,2018-01-13
61,La Modelo,Ozuna x Cardi B,https://charts-static.billboard.com/img/2018/01/ozuna-tye-53x53.jpg,,52,52,2,down,2018-01-13
62,I Could Use A Love Song,Maren Morris,https://charts-static.billboard.com/img/2017/03/maren-morris-eyk-53x53.jpg,,81,62,20,up,2018-01-13
63,Losing Sleep,Chris Young,https://charts-static.billboard.com/img/2017/05/chris-young-obk-53x53.jpg,,76,63,15,up,2018-01-13
64,Echame La Culpa,Luis Fonsi & Demi Lovato,https://charts-static.billboard.com/img/2017/12/luis-fonsi-pa2-53x53.jpg,,74,47,7,up,2018-01-13
65,Codeine Dreaming,Kodak Black Featuring Lil Wayne,https://charts-static.billboard.com/img/2017/12/kodak-black-fap-53x53.jpg,,70,52,6,up,2018-01-13
66,MIC Drop,BTS Featuring Desiigner,Not supported yet,,82,28,6,up,2018-01-13
67,You Broke Up With Me,Walker Hayes,https://charts-static.billboard.com/img/2017/05/walker-hayes-hyp-53x53.jpg,,79,67,11,up,2018-01-13
68,Kooda,6ix9ine,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg,,67,50,5,down,2018-01-13
69,Light It Up,Luke Bryan,https://charts-static.billboard.com/img/2017/09/luke-bryan-kl4-53x53.jpg,,73,57,19,up,2018-01-13
70,Written In The Sand,Old Dominion,https://charts-static.billboard.com/img/2017/07/old-dominion-wac-53x53.jpg,,86,70,7,up,2018-01-13
71,Never Be The Same,Camila Cabello,https://charts-static.billboard.com/img/2017/12/camila-cabello-4tx-53x53.jpg,,-,61,3,re-entry,2018-01-13
72,Tell Me You Love Me,Demi Lovato,https://charts-static.billboard.com/img/2017/09/demi-lovato-rh9-53x53.jpg,,78,53,6,up,2018-01-13
73,No Smoke,YoungBoy Never Broke Again,https://charts-static.billboard.com/img/2017/08/youngboy-never-broke-again-qoy-53x53.jpg,,77,73,5,up,2018-01-13
74,Ice Tray,Quavo & Lil Yachty,https://charts-static.billboard.com/img/2017/12/quavo-kuk-53x53.jpg,,80,74,3,up,2018-01-13
75,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",https://charts-static.billboard.com/img/2017/08/farruko-z29-53x53.jpg,,88,75,4,up,2018-01-13
76,Betrayed,Lil Xan,Not supported yet,,75,67,8,down,2018-01-13
77,Pick It Up,Famous Dex Featuring A$AP Rocky,https://charts-static.billboard.com/img/2017/11/famous-dex-5fx-53x53.jpg,,85,73,8,up,2018-01-13
78,Five More Minutes,Scotty McCreery,https://charts-static.billboard.com/img/2017/05/scotty-mccreery-qgz-53x53.jpg,,89,78,5,up,2018-01-13
79,Legends,Kelsea Ballerini,https://charts-static.billboard.com/img/2017/06/kelsea-ballerini-t5m-53x53.jpg,,97,79,5,up,2018-01-13
80,One Foot,WALK THE MOON,https://charts-static.billboard.com/img/2017/10/walk-the-moon-o70-53x53.jpg,,,,,new,2018-01-13
81,Mayores,Becky G Featuring Bad Bunny,https://charts-static.billboard.com/img/2017/07/becky-g-owi-53x53.jpg,,91,74,11,up,2018-01-13
82,Heaven,Kane Brown,https://charts-static.billboard.com/img/2017/10/kane-brown-k3k-53x53.jpg,,-,72,2,re-entry,2018-01-13
83,This Is Me,Keala Settle & The Greatest Showman Ensemble,Not supported yet,,,,,new,2018-01-13
84,My Dawg,Lil Baby,https://charts-static.billboard.com/img/2017/11/lil-baby-nwx-53x53.jpg,,84,71,4,same,2018-01-13
85,Rewrite The Stars,Zac Efron & Zendaya,https://charts-static.billboard.com/img/2018/01/zac-efron-qut-53x53.jpg,,,,,new,2018-01-13
86,Too Much To Ask,Niall Horan,https://charts-static.billboard.com/img/2017/10/niall-horan-5to-53x53.jpg,,98,66,11,up,2018-01-13
87,All On Me,Devin Dawson,https://charts-static.billboard.com/img/2017/03/devin-dawson-oxt-53x53.jpg,,-,87,6,re-entry,2018-01-13
88,Never Enough,Loren Allred,Not supported yet,,,,,new,2018-01-13
89,Stir Fry,Migos,https://charts-static.billboard.com/img/2018/01/migos-apk-53x53.jpg,,94,89,2,up,2018-01-13
90,Juice,Yo Gotti,https://charts-static.billboard.com/img/2017/11/yo-gotti-w7z-53x53.jpg,,100,90,5,up,2018-01-13
91,Broken Halos,Chris Stapleton,https://charts-static.billboard.com/img/2017/05/chris-stapleton-ha2-53x53.jpg,,-,90,6,re-entry,2018-01-13
