,title,artist,count,year
0,Unforgettable,French Montana Featuring Swae Lee,56,2017
1,Shape Of You,Ed Sheeran,49,2017
2,Congratulations,Post Malone Featuring Quavo,49,2017
3,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,48,2017
4,That's What I Like,Bruno Mars,47,2017
5,Believer,Imagine Dragons,45,2017
6,Say You Won't Let Go,James Arthur,44,2017
7,Location,Khalid,43,2017
8,Body Like A Back Road,Sam Hunt,41,2017
9,Redbone,Childish Gambino,41,2017
10,The Weekend,Brantley Gilbert,40,2017
11,Something Just Like This,The Chainsmokers & Coldplay,39,2017
12,Humble.,Kendrick Lamar,37,2017
13,How Far I'll Go,Auli'i Cravalho,34,2017
14,There's Nothing Holdin' Me Back,Shawn Mendes,34,2017
15,Attention,Charlie Puth,34,2017
16,XO TOUR Llif3,Lil Uzi Vert,34,2017
17,Thunder,Imagine Dragons,33,2017
18,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,33,2017
19,Castle On The Hill,Ed Sheeran,33,2017
20,Closer,The Chainsmokers Featuring Halsey,32,2017
21,Stay,Zedd & Alessia Cara,31,2017
22,Mask Off,Future,31,2017
23,Bad And Boujee,Migos Featuring Lil Uzi Vert,31,2017
24,Slow Hands,Niall Horan,31,2017
25,24K Magic,Bruno Mars,31,2017
26,iSpy,KYLE Featuring Lil Yachty,30,2017
27,Issues,Julia Michaels,30,2017
28,It Ain't Me,Kygo x Selena Gomez,29,2017
29,Strip That Down,Liam Payne Featuring Quavo,28,2017
30,In Case You Didn't Know,Brett Young,28,2017
31,Goosebumps,Travis Scott,27,2017
32,Down,Marian Hill,27,2017
33,Scars To Your Beautiful,Alessia Cara,27,2017
34,Swang,Rae Sremmurd,26,2017
35,Loyalty.,Kendrick Lamar Featuring Rihanna,26,2017
36,Feel It Still,Portugal. The Man,26,2017
37,No Promises,Cheat Codes Featuring Demi Lovato,25,2017
38,Love.,Kendrick Lamar Featuring Zacari,25,2017
39,Do Re Mi,blackbear,25,2017
40,Rolex,Ayo & Teo,25,2017
41,T-Shirt,Migos,25,2017
42,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,25,2017
43,Mi Gente,J Balvin & Willy William Featuring Beyonce,24,2017
44,Bodak Yellow (Money Moves),Cardi B,24,2017
45,Selfish,PnB Rock,23,2017
46,What Ifs,Kane Brown Featuring Lauren Alaina,23,2017
47,Bank Account,21 Savage,23,2017
48,Sorry Not Sorry,Demi Lovato,23,2017
49,Young Dumb & Broke,Khalid,22,2017
50,Hurricane,Luke Combs,22,2017
51,The Fighter,Keith Urban Featuring Carrie Underwood,22,2017
52,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22,2017
53,Love On The Brain,Rihanna,22,2017
54,Butterfly Effect,Travis Scott,22,2017
55,Bounce Back,Big Sean,22,2017
56,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",22,2017
57,Both,Gucci Mane Featuring Drake,22,2017
58,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,2017
59,I Feel It Coming,The Weeknd Featuring Daft Punk,22,2017
60,First Day Out,Tee Grizzley,21,2017
61,Slippery,Migos Featuring Gucci Mane,21,2017
62,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,21,2017
63,Praying,Kesha,21,2017
64,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,21,2017
65,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,21,2017
66,Craving You,Thomas Rhett Featuring Maren Morris,20,2017
67,Look At Me!,XXXTENTACION,20,2017
68,Drinkin' Problem,Midland,20,2017
69,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",20,2017
70,Love Galore,SZA Featuring Travis Scott,20,2017
71,Felices Los 4,Maluma,20,2017
72,DNA.,Kendrick Lamar,20,2017
73,Deja Vu,J. Cole,20,2017
74,Magnolia,Playboi Carti,20,2017
75,Escapate Conmigo,Wisin Featuring Ozuna,20,2017
76,Cold,Maroon 5 Featuring Future,20,2017
77,Now Or Never,Halsey,20,2017
78,Everyday We Lit,YFN Lucci Featuring PnB Rock,20,2017
79,Slide,Calvin Harris Featuring Frank Ocean & Migos,20,2017
80,Passionfruit,Drake,20,2017
81,You Look Good,Lady Antebellum,20,2017
82,Party,Chris Brown Featuring Usher & Gucci Mane,20,2017
83,When It Rains It Pours,Luke Combs,20,2017
84,Paris,The Chainsmokers,20,2017
85,Small Town Boy,Dustin Lynch,20,2017
86,Can't Stop The Feeling!,Justin Timberlake,20,2017
87,New Rules,Dua Lipa,20,2017
88,My Girl,Dylan Scott,20,2017
89,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,20,2017
90,Tunnel Vision,Kodak Black,20,2017
91,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,19,2017
92,What About Us,P!nk,19,2017
93,Glorious,Macklemore Featuring Skylar Grey,19,2017
94,Do I Make You Wanna,Billy Currington,19,2017
95,Heavy,Linkin Park Featuring Kiiara,19,2017
96,Losin Control,Russ,19,2017
97,Mercy,Shawn Mendes,19,2017
98,No Such Thing As A Broken Heart,Old Dominion,19,2017
99,Moves,Big Sean,19,2017
